Pixel Value, K index, L index
112, 0, 3
 93, 0, 3
 89, 0, 3
 96, 0, 3
 99, 0, 3
169, 0, 4
155, 0, 4
142, 0, 4
115, 0, 4
 95, 0, 4
 93, 0, 4
101, 0, 4
104, 0, 4
167, 0, 4
153, 0, 4
135, 0, 4
113, 0, 4
 95, 0, 4
 91, 0, 4
 97, 0, 4
102, 0, 4
165, 0, 4
149, 0, 4
133, 0, 4
112, 0, 4
 93, 0, 4
 89, 0, 4
 95, 0, 4
100, 0, 4
160, 0, 4
147, 0, 4
131, 0, 4
112, 0, 4
 93, 0, 4
 90, 0, 4
 94, 0, 4
102, 0, 4
158, 0, 4
147, 0, 4
135, 0, 4
116, 0, 4
 95, 0, 4
 89, 0, 4
 95, 0, 4
101, 0, 4
158, 0, 4
149, 0, 4
135, 0, 4
115, 0, 4
 93, 0, 4
 88, 0, 4
 96, 0, 4
 99, 0, 4
160, 0, 4
150, 0, 4
133, 0, 4
110, 0, 4
 90, 0, 4
 85, 0, 4
 93, 0, 4
 99, 0, 4
161, 0, 4
151, 0, 4
134, 0, 4
112, 0, 4
 93, 0, 4
 89, 0, 4
 96, 0, 4
 99, 0, 4
169, 0, 5
155, 0, 5
142, 0, 5
115, 0, 5
 95, 0, 5
 93, 0, 5
101, 0, 5
104, 0, 5
167, 0, 5
153, 0, 5
135, 0, 5
113, 0, 5
 95, 0, 5
 91, 0, 5
 97, 0, 5
102, 0, 5
165, 0, 5
149, 0, 5
133, 0, 5
112, 0, 5
 93, 0, 5
 89, 0, 5
 95, 0, 5
100, 0, 5
160, 0, 5
147, 0, 5
131, 0, 5
112, 0, 5
 93, 0, 5
 90, 0, 5
 94, 0, 5
102, 0, 5
158, 0, 5
147, 0, 5
135, 0, 5
116, 0, 5
 95, 0, 5
 89, 0, 5
 95, 0, 5
101, 0, 5
158, 0, 5
149, 0, 5
135, 0, 5
115, 0, 5
 93, 0, 5
 88, 0, 5
 96, 0, 5
 99, 0, 5
160, 0, 5
150, 0, 5
133, 0, 5
110, 0, 5
 90, 0, 5
 85, 0, 5
 93, 0, 5
 99, 0, 5
161, 0, 5
151, 0, 5
134, 0, 5
112, 0, 5
 93, 0, 5
 89, 0, 5
 96, 0, 5
 99, 0, 5
169, 0, 6
155, 0, 6
142, 0, 6
115, 0, 6
 95, 0, 6
 93, 0, 6
101, 0, 6
104, 0, 6
167, 0, 6
153, 0, 6
135, 0, 6
113, 0, 6
 95, 0, 6
 91, 0, 6
 97, 0, 6
102, 0, 6
165, 0, 6
149, 0, 6
133, 0, 6
112, 0, 6
 93, 0, 6
 89, 0, 6
 95, 0, 6
100, 0, 6
160, 0, 6
147, 0, 6
131, 0, 6
112, 0, 6
 93, 0, 6
 90, 0, 6
 94, 0, 6
102, 0, 6
158, 0, 6
147, 0, 6
135, 0, 6
116, 0, 6
 95, 0, 6
 89, 0, 6
 95, 0, 6
101, 0, 6
158, 0, 6
149, 0, 6
135, 0, 6
115, 0, 6
 93, 0, 6
 88, 0, 6
 96, 0, 6
 99, 0, 6
160, 0, 6
150, 0, 6
133, 0, 6
110, 0, 6
 90, 0, 6
 85, 0, 6
 93, 0, 6
 99, 0, 6
161, 0, 6
151, 0, 6
134, 0, 6
112, 0, 6
 93, 0, 6
 89, 0, 6
 96, 0, 6
 99, 0, 6
169, 0, 7
155, 0, 7
142, 0, 7
115, 0, 7
 95, 0, 7
 93, 0, 7
101, 0, 7
104, 0, 7
167, 0, 7
153, 0, 7
135, 0, 7
113, 0, 7
 95, 0, 7
 91, 0, 7
 97, 0, 7
102, 0, 7
165, 0, 7
149, 0, 7
133, 0, 7
112, 0, 7
 93, 0, 7
 89, 0, 7
 95, 0, 7
100, 0, 7
160, 0, 7
147, 0, 7
131, 0, 7
112, 0, 7
 93, 0, 7
 90, 0, 7
 94, 0, 7
102, 0, 7
158, 0, 7
147, 0, 7
135, 0, 7
116, 0, 7
 95, 0, 7
 89, 0, 7
 95, 0, 7
101, 0, 7
158, 0, 7
149, 0, 7
135, 0, 7
115, 0, 7
 93, 0, 7
 88, 0, 7
 96, 0, 7
 99, 0, 7
160, 0, 7
150, 0, 7
133, 0, 7
110, 0, 7
 90, 0, 7
 85, 0, 7
 93, 0, 7
 99, 0, 7
161, 0, 7
151, 0, 7
134, 0, 7
112, 0, 7
 93, 0, 7
 89, 0, 7
 96, 0, 7
 99, 0, 7
169, 1, 0
155, 1, 0
142, 1, 0
115, 1, 0
 95, 1, 0
 93, 1, 0
101, 1, 0
104, 1, 0
167, 1, 0
153, 1, 0
135, 1, 0
113, 1, 0
 95, 1, 0
 91, 1, 0
 97, 1, 0
102, 1, 0
165, 1, 0
149, 1, 0
133, 1, 0
112, 1, 0
 93, 1, 0
 89, 1, 0
 95, 1, 0
100, 1, 0
160, 1, 0
147, 1, 0
131, 1, 0
112, 1, 0
 93, 1, 0
 90, 1, 0
 94, 1, 0
102, 1, 0
158, 1, 0
147, 1, 0
135, 1, 0
116, 1, 0
 95, 1, 0
 89, 1, 0
 95, 1, 0
101, 1, 0
158, 1, 0
149, 1, 0
135, 1, 0
115, 1, 0
 93, 1, 0
 88, 1, 0
 96, 1, 0
 99, 1, 0
160, 1, 0
150, 1, 0
133, 1, 0
110, 1, 0
 90, 1, 0
 85, 1, 0
 93, 1, 0
 99, 1, 0
161, 1, 0
151, 1, 0
134, 1, 0
112, 1, 0
 93, 1, 0
 89, 1, 0
 96, 1, 0
 99, 1, 0
169, 1, 1
155, 1, 1
142, 1, 1
115, 1, 1
 95, 1, 1
 93, 1, 1
101, 1, 1
104, 1, 1
167, 1, 1
153, 1, 1
135, 1, 1
113, 1, 1
 95, 1, 1
 91, 1, 1
 97, 1, 1
102, 1, 1
165, 1, 1
149, 1, 1
133, 1, 1
112, 1, 1
 93, 1, 1
 89, 1, 1
 95, 1, 1
100, 1, 1
160, 1, 1
147, 1, 1
131, 1, 1
112, 1, 1
 93, 1, 1
 90, 1, 1
 94, 1, 1
102, 1, 1
158, 1, 1
147, 1, 1
135, 1, 1
116, 1, 1
 95, 1, 1
 89, 1, 1
 95, 1, 1
101, 1, 1
158, 1, 1
149, 1, 1
135, 1, 1
115, 1, 1
 93, 1, 1
 88, 1, 1
 96, 1, 1
 99, 1, 1
160, 1, 1
150, 1, 1
133, 1, 1
110, 1, 1
 90, 1, 1
 85, 1, 1
 93, 1, 1
 99, 1, 1
161, 1, 1
151, 1, 1
134, 1, 1
112, 1, 1
 93, 1, 1
 89, 1, 1
 96, 1, 1
 99, 1, 1
169, 1, 2
155, 1, 2
142, 1, 2
115, 1, 2
 95, 1, 2
 93, 1, 2
101, 1, 2
104, 1, 2
167, 1, 2
153, 1, 2
135, 1, 2
113, 1, 2
 95, 1, 2
 91, 1, 2
 97, 1, 2
102, 1, 2
165, 1, 2
149, 1, 2
133, 1, 2
112, 1, 2
 93, 1, 2
 89, 1, 2
 95, 1, 2
100, 1, 2
160, 1, 2
147, 1, 2
131, 1, 2
112, 1, 2
 93, 1, 2
 90, 1, 2
 94, 1, 2
102, 1, 2
158, 1, 2
147, 1, 2
135, 1, 2
116, 1, 2
 95, 1, 2
 89, 1, 2
 95, 1, 2
101, 1, 2
158, 1, 2
149, 1, 2
135, 1, 2
115, 1, 2
 93, 1, 2
 88, 1, 2
 96, 1, 2
 99, 1, 2
160, 1, 2
150, 1, 2
133, 1, 2
110, 1, 2
 90, 1, 2
 85, 1, 2
 93, 1, 2
 99, 1, 2
161, 1, 2
151, 1, 2
134, 1, 2
112, 1, 2
 93, 1, 2
 89, 1, 2
 96, 1, 2
 99, 1, 2
169, 1, 3
155, 1, 3
142, 1, 3
115, 1, 3
 95, 1, 3
 93, 1, 3
101, 1, 3
104, 1, 3
167, 1, 3
153, 1, 3
135, 1, 3
113, 1, 3
 95, 1, 3
 91, 1, 3
 97, 1, 3
102, 1, 3
165, 1, 3
149, 1, 3
133, 1, 3
112, 1, 3
 93, 1, 3
 89, 1, 3
 95, 1, 3
100, 1, 3
160, 1, 3
147, 1, 3
131, 1, 3
112, 1, 3
 93, 1, 3
 90, 1, 3
 94, 1, 3
102, 1, 3
158, 1, 3
147, 1, 3
135, 1, 3
116, 1, 3
 95, 1, 3
 89, 1, 3
 95, 1, 3
101, 1, 3
158, 1, 3
149, 1, 3
135, 1, 3
115, 1, 3
 93, 1, 3
 88, 1, 3
 96, 1, 3
 99, 1, 3
160, 1, 3
150, 1, 3
133, 1, 3
110, 1, 3
 90, 1, 3
 85, 1, 3
 93, 1, 3
 99, 1, 3
161, 1, 3
151, 1, 3
134, 1, 3
112, 1, 3
 93, 1, 3
 89, 1, 3
 96, 1, 3
 99, 1, 3
169, 1, 4
155, 1, 4
142, 1, 4
115, 1, 4
 95, 1, 4
 93, 1, 4
101, 1, 4
104, 1, 4
167, 1, 4
153, 1, 4
135, 1, 4
113, 1, 4
 95, 1, 4
 91, 1, 4
 97, 1, 4
102, 1, 4
165, 1, 4
149, 1, 4
133, 1, 4
112, 1, 4
 93, 1, 4
 89, 1, 4
 95, 1, 4
100, 1, 4
160, 1, 4
147, 1, 4
131, 1, 4
112, 1, 4
 93, 1, 4
 90, 1, 4
 94, 1, 4
102, 1, 4
158, 1, 4
147, 1, 4
135, 1, 4
116, 1, 4
 95, 1, 4
 89, 1, 4
 95, 1, 4
101, 1, 4
158, 1, 4
149, 1, 4
135, 1, 4
115, 1, 4
 93, 1, 4
 88, 1, 4
 96, 1, 4
 99, 1, 4
160, 1, 4
150, 1, 4
133, 1, 4
110, 1, 4
 90, 1, 4
 85, 1, 4
 93, 1, 4
 99, 1, 4
161, 1, 4
151, 1, 4
134, 1, 4
112, 1, 4
 93, 1, 4
 89, 1, 4
 96, 1, 4
 99, 1, 4
169, 1, 5
155, 1, 5
142, 1, 5
115, 1, 5
 95, 1, 5
 93, 1, 5
101, 1, 5
104, 1, 5
167, 1, 5
153, 1, 5
135, 1, 5
113, 1, 5
 95, 1, 5
 91, 1, 5
 97, 1, 5
102, 1, 5
165, 1, 5
149, 1, 5
133, 1, 5
112, 1, 5
 93, 1, 5
 89, 1, 5
 95, 1, 5
100, 1, 5
160, 1, 5
147, 1, 5
131, 1, 5
112, 1, 5
 93, 1, 5
 90, 1, 5
 94, 1, 5
102, 1, 5
158, 1, 5
147, 1, 5
135, 1, 5
116, 1, 5
 95, 1, 5
 89, 1, 5
 95, 1, 5
101, 1, 5
158, 1, 5
149, 1, 5
135, 1, 5
115, 1, 5
 93, 1, 5
 88, 1, 5
 96, 1, 5
 99, 1, 5
160, 1, 5
150, 1, 5
133, 1, 5
110, 1, 5
 90, 1, 5
 85, 1, 5
 93, 1, 5
 99, 1, 5
161, 1, 5
151, 1, 5
134, 1, 5
112, 1, 5
 93, 1, 5
 89, 1, 5
 96, 1, 5
 99, 1, 5
169, 1, 6
155, 1, 6
142, 1, 6
115, 1, 6
 95, 1, 6
 93, 1, 6
101, 1, 6
104, 1, 6
167, 1, 6
153, 1, 6
135, 1, 6
113, 1, 6
 95, 1, 6
 91, 1, 6
 97, 1, 6
102, 1, 6
165, 1, 6
149, 1, 6
133, 1, 6
112, 1, 6
 93, 1, 6
 89, 1, 6
 95, 1, 6
100, 1, 6
160, 1, 6
147, 1, 6
131, 1, 6
112, 1, 6
 93, 1, 6
 90, 1, 6
 94, 1, 6
102, 1, 6
158, 1, 6
147, 1, 6
135, 1, 6
116, 1, 6
 95, 1, 6
 89, 1, 6
 95, 1, 6
101, 1, 6
158, 1, 6
149, 1, 6
135, 1, 6
115, 1, 6
 93, 1, 6
 88, 1, 6
 96, 1, 6
 99, 1, 6
160, 1, 6
150, 1, 6
133, 1, 6
110, 1, 6
 90, 1, 6
 85, 1, 6
 93, 1, 6
 99, 1, 6
161, 1, 6
151, 1, 6
134, 1, 6
112, 1, 6
 93, 1, 6
 89, 1, 6
 96, 1, 6
 99, 1, 6
169, 1, 7
155, 1, 7
142, 1, 7
115, 1, 7
 95, 1, 7
 93, 1, 7
101, 1, 7
104, 1, 7
167, 1, 7
153, 1, 7
135, 1, 7
113, 1, 7
 95, 1, 7
 91, 1, 7
 97, 1, 7
102, 1, 7
165, 1, 7
149, 1, 7
133, 1, 7
112, 1, 7
 93, 1, 7
 89, 1, 7
 95, 1, 7
100, 1, 7
160, 1, 7
147, 1, 7
131, 1, 7
112, 1, 7
 93, 1, 7
 90, 1, 7
 94, 1, 7
102, 1, 7
158, 1, 7
147, 1, 7
135, 1, 7
116, 1, 7
 95, 1, 7
 89, 1, 7
 95, 1, 7
101, 1, 7
158, 1, 7
149, 1, 7
135, 1, 7
115, 1, 7
 93, 1, 7
 88, 1, 7
 96, 1, 7
 99, 1, 7
160, 1, 7
150, 1, 7
133, 1, 7
110, 1, 7
 90, 1, 7
 85, 1, 7
 93, 1, 7
 99, 1, 7
161, 1, 7
151, 1, 7
134, 1, 7
112, 1, 7
 93, 1, 7
 89, 1, 7
 96, 1, 7
 99, 1, 7
169, 2, 0
155, 2, 0
142, 2, 0
115, 2, 0
 95, 2, 0
 93, 2, 0
101, 2, 0
104, 2, 0
167, 2, 0
153, 2, 0
135, 2, 0
113, 2, 0
 95, 2, 0
 91, 2, 0
 97, 2, 0
102, 2, 0
165, 2, 0
149, 2, 0
133, 2, 0
112, 2, 0
 93, 2, 0
 89, 2, 0
 95, 2, 0
100, 2, 0
160, 2, 0
147, 2, 0
131, 2, 0
112, 2, 0
 93, 2, 0
 90, 2, 0
 94, 2, 0
102, 2, 0
158, 2, 0
147, 2, 0
135, 2, 0
116, 2, 0
 95, 2, 0
 89, 2, 0
 95, 2, 0
101, 2, 0
158, 2, 0
149, 2, 0
135, 2, 0
115, 2, 0
 93, 2, 0
 88, 2, 0
 96, 2, 0
 99, 2, 0
160, 2, 0
150, 2, 0
133, 2, 0
110, 2, 0
 90, 2, 0
 85, 2, 0
 93, 2, 0
 99, 2, 0
161, 2, 0
151, 2, 0
134, 2, 0
112, 2, 0
 93, 2, 0
 89, 2, 0
 96, 2, 0
 99, 2, 0
169, 2, 1
155, 2, 1
142, 2, 1
115, 2, 1
 95, 2, 1
 93, 2, 1
101, 2, 1
104, 2, 1
167, 2, 1
153, 2, 1
135, 2, 1
113, 2, 1
 95, 2, 1
 91, 2, 1
 97, 2, 1
102, 2, 1
165, 2, 1
149, 2, 1
133, 2, 1
112, 2, 1
 93, 2, 1
 89, 2, 1
 95, 2, 1
100, 2, 1
160, 2, 1
147, 2, 1
131, 2, 1
112, 2, 1
 93, 2, 1
 90, 2, 1
 94, 2, 1
102, 2, 1
158, 2, 1
147, 2, 1
135, 2, 1
116, 2, 1
 95, 2, 1
 89, 2, 1
 95, 2, 1
101, 2, 1
158, 2, 1
149, 2, 1
135, 2, 1
115, 2, 1
 93, 2, 1
 88, 2, 1
 96, 2, 1
 99, 2, 1
160, 2, 1
150, 2, 1
133, 2, 1
110, 2, 1
 90, 2, 1
 85, 2, 1
 93, 2, 1
 99, 2, 1
161, 2, 1
151, 2, 1
134, 2, 1
112, 2, 1
 93, 2, 1
 89, 2, 1
 96, 2, 1
 99, 2, 1
169, 2, 2
155, 2, 2
142, 2, 2
115, 2, 2
 95, 2, 2
 93, 2, 2
101, 2, 2
104, 2, 2
167, 2, 2
153, 2, 2
135, 2, 2
113, 2, 2
 95, 2, 2
 91, 2, 2
 97, 2, 2
102, 2, 2
165, 2, 2
149, 2, 2
133, 2, 2
112, 2, 2
 93, 2, 2
 89, 2, 2
 95, 2, 2
100, 2, 2
160, 2, 2
147, 2, 2
131, 2, 2
112, 2, 2
 93, 2, 2
 90, 2, 2
 94, 2, 2
102, 2, 2
158, 2, 2
147, 2, 2
135, 2, 2
116, 2, 2
 95, 2, 2
 89, 2, 2
 95, 2, 2
101, 2, 2
158, 2, 2
149, 2, 2
135, 2, 2
115, 2, 2
 93, 2, 2
 88, 2, 2
 96, 2, 2
 99, 2, 2
160, 2, 2
150, 2, 2
133, 2, 2
110, 2, 2
 90, 2, 2
 85, 2, 2
 93, 2, 2
 99, 2, 2
161, 2, 2
151, 2, 2
134, 2, 2
112, 2, 2
 93, 2, 2
 89, 2, 2
 96, 2, 2
 99, 2, 2
169, 2, 3
155, 2, 3
142, 2, 3
115, 2, 3
 95, 2, 3
 93, 2, 3
101, 2, 3
104, 2, 3
167, 2, 3
153, 2, 3
135, 2, 3
113, 2, 3
 95, 2, 3
 91, 2, 3
 97, 2, 3
102, 2, 3
165, 2, 3
149, 2, 3
133, 2, 3
112, 2, 3
 93, 2, 3
 89, 2, 3
 95, 2, 3
100, 2, 3
160, 2, 3
147, 2, 3
131, 2, 3
112, 2, 3
 93, 2, 3
 90, 2, 3
 94, 2, 3
102, 2, 3
158, 2, 3
147, 2, 3
135, 2, 3
116, 2, 3
 95, 2, 3
 89, 2, 3
 95, 2, 3
101, 2, 3
158, 2, 3
149, 2, 3
135, 2, 3
115, 2, 3
 93, 2, 3
 88, 2, 3
 96, 2, 3
 99, 2, 3
160, 2, 3
150, 2, 3
133, 2, 3
110, 2, 3
 90, 2, 3
 85, 2, 3
 93, 2, 3
 99, 2, 3
161, 2, 3
151, 2, 3
134, 2, 3
112, 2, 3
 93, 2, 3
 89, 2, 3
 96, 2, 3
 99, 2, 3
169, 2, 4
155, 2, 4
142, 2, 4
115, 2, 4
 95, 2, 4
 93, 2, 4
101, 2, 4
104, 2, 4
167, 2, 4
153, 2, 4
135, 2, 4
113, 2, 4
 95, 2, 4
 91, 2, 4
 97, 2, 4
102, 2, 4
165, 2, 4
149, 2, 4
133, 2, 4
112, 2, 4
 93, 2, 4
 89, 2, 4
 95, 2, 4
100, 2, 4
160, 2, 4
147, 2, 4
131, 2, 4
112, 2, 4
 93, 2, 4
 90, 2, 4
 94, 2, 4
102, 2, 4
158, 2, 4
147, 2, 4
135, 2, 4
116, 2, 4
 95, 2, 4
 89, 2, 4
 95, 2, 4
101, 2, 4
158, 2, 4
149, 2, 4
135, 2, 4
115, 2, 4
 93, 2, 4
 88, 2, 4
 96, 2, 4
 99, 2, 4
160, 2, 4
150, 2, 4
133, 2, 4
110, 2, 4
 90, 2, 4
 85, 2, 4
 93, 2, 4
 99, 2, 4
161, 2, 4
151, 2, 4
134, 2, 4
112, 2, 4
 93, 2, 4
 89, 2, 4
 96, 2, 4
 99, 2, 4
169, 2, 5
155, 2, 5
142, 2, 5
115, 2, 5
 95, 2, 5
 93, 2, 5
101, 2, 5
104, 2, 5
167, 2, 5
153, 2, 5
135, 2, 5
113, 2, 5
 95, 2, 5
 91, 2, 5
 97, 2, 5
102, 2, 5
165, 2, 5
149, 2, 5
133, 2, 5
112, 2, 5
 93, 2, 5
 89, 2, 5
 95, 2, 5
100, 2, 5
160, 2, 5
147, 2, 5
131, 2, 5
112, 2, 5
 93, 2, 5
 90, 2, 5
 94, 2, 5
102, 2, 5
158, 2, 5
147, 2, 5
135, 2, 5
116, 2, 5
 95, 2, 5
 89, 2, 5
 95, 2, 5
101, 2, 5
158, 2, 5
149, 2, 5
135, 2, 5
115, 2, 5
 93, 2, 5
 88, 2, 5
 96, 2, 5
 99, 2, 5
160, 2, 5
150, 2, 5
133, 2, 5
110, 2, 5
 90, 2, 5
 85, 2, 5
 93, 2, 5
 99, 2, 5
161, 2, 5
151, 2, 5
134, 2, 5
112, 2, 5
 93, 2, 5
 89, 2, 5
 96, 2, 5
 99, 2, 5
169, 2, 6
155, 2, 6
142, 2, 6
115, 2, 6
 95, 2, 6
 93, 2, 6
101, 2, 6
104, 2, 6
167, 2, 6
153, 2, 6
135, 2, 6
113, 2, 6
 95, 2, 6
 91, 2, 6
 97, 2, 6
102, 2, 6
165, 2, 6
149, 2, 6
133, 2, 6
112, 2, 6
 93, 2, 6
 89, 2, 6
 95, 2, 6
100, 2, 6
160, 2, 6
147, 2, 6
131, 2, 6
112, 2, 6
 93, 2, 6
 90, 2, 6
 94, 2, 6
102, 2, 6
158, 2, 6
147, 2, 6
135, 2, 6
116, 2, 6
 95, 2, 6
 89, 2, 6
 95, 2, 6
101, 2, 6
158, 2, 6
149, 2, 6
135, 2, 6
115, 2, 6
 93, 2, 6
 88, 2, 6
 96, 2, 6
 99, 2, 6
160, 2, 6
150, 2, 6
133, 2, 6
110, 2, 6
 90, 2, 6
 85, 2, 6
 93, 2, 6
 99, 2, 6
161, 2, 6
151, 2, 6
134, 2, 6
112, 2, 6
 93, 2, 6
 89, 2, 6
 96, 2, 6
 99, 2, 6
169, 2, 7
155, 2, 7
142, 2, 7
115, 2, 7
 95, 2, 7
 93, 2, 7
101, 2, 7
104, 2, 7
167, 2, 7
153, 2, 7
135, 2, 7
113, 2, 7
 95, 2, 7
 91, 2, 7
 97, 2, 7
102, 2, 7
165, 2, 7
149, 2, 7
133, 2, 7
112, 2, 7
 93, 2, 7
 89, 2, 7
 95, 2, 7
100, 2, 7
160, 2, 7
147, 2, 7
131, 2, 7
112, 2, 7
 93, 2, 7
 90, 2, 7
 94, 2, 7
102, 2, 7
158, 2, 7
147, 2, 7
135, 2, 7
116, 2, 7
 95, 2, 7
 89, 2, 7
 95, 2, 7
101, 2, 7
158, 2, 7
149, 2, 7
135, 2, 7
115, 2, 7
 93, 2, 7
 88, 2, 7
 96, 2, 7
 99, 2, 7
160, 2, 7
150, 2, 7
133, 2, 7
110, 2, 7
 90, 2, 7
 85, 2, 7
 93, 2, 7
 99, 2, 7
161, 2, 7
151, 2, 7
134, 2, 7
112, 2, 7
 93, 2, 7
 89, 2, 7
 96, 2, 7
 99, 2, 7
169, 3, 0
155, 3, 0
142, 3, 0
115, 3, 0
 95, 3, 0
 93, 3, 0
101, 3, 0
104, 3, 0
167, 3, 0
153, 3, 0
135, 3, 0
113, 3, 0
 95, 3, 0
 91, 3, 0
 97, 3, 0
102, 3, 0
165, 3, 0
149, 3, 0
133, 3, 0
112, 3, 0
 93, 3, 0
 89, 3, 0
 95, 3, 0
100, 3, 0
160, 3, 0
147, 3, 0
131, 3, 0
112, 3, 0
 93, 3, 0
 90, 3, 0
 94, 3, 0
102, 3, 0
158, 3, 0
147, 3, 0
135, 3, 0
116, 3, 0
 95, 3, 0
 89, 3, 0
 95, 3, 0
101, 3, 0
158, 3, 0
149, 3, 0
135, 3, 0
115, 3, 0
 93, 3, 0
 88, 3, 0
 96, 3, 0
 99, 3, 0
160, 3, 0
150, 3, 0
133, 3, 0
110, 3, 0
 90, 3, 0
 85, 3, 0
 93, 3, 0
 99, 3, 0
161, 3, 0
151, 3, 0
134, 3, 0
112, 3, 0
 93, 3, 0
 89, 3, 0
 96, 3, 0
 99, 3, 0
169, 3, 1
155, 3, 1
142, 3, 1
115, 3, 1
 95, 3, 1
 93, 3, 1
101, 3, 1
104, 3, 1
167, 3, 1
153, 3, 1
135, 3, 1
113, 3, 1
 95, 3, 1
 91, 3, 1
 97, 3, 1
102, 3, 1
165, 3, 1
149, 3, 1
133, 3, 1
112, 3, 1
 93, 3, 1
 89, 3, 1
 95, 3, 1
100, 3, 1
160, 3, 1
147, 3, 1
131, 3, 1
112, 3, 1
 93, 3, 1
 90, 3, 1
 94, 3, 1
102, 3, 1
158, 3, 1
147, 3, 1
135, 3, 1
116, 3, 1
 95, 3, 1
 89, 3, 1
 95, 3, 1
101, 3, 1
158, 3, 1
149, 3, 1
135, 3, 1
115, 3, 1
 93, 3, 1
 88, 3, 1
 96, 3, 1
 99, 3, 1
160, 3, 1
150, 3, 1
133, 3, 1
110, 3, 1
 90, 3, 1
 85, 3, 1
 93, 3, 1
 99, 3, 1
161, 3, 1
151, 3, 1
134, 3, 1
112, 3, 1
 93, 3, 1
 89, 3, 1
 96, 3, 1
 99, 3, 1
169, 3, 2
155, 3, 2
142, 3, 2
115, 3, 2
 95, 3, 2
 93, 3, 2
101, 3, 2
104, 3, 2
167, 3, 2
153, 3, 2
135, 3, 2
113, 3, 2
 95, 3, 2
 91, 3, 2
 97, 3, 2
102, 3, 2
165, 3, 2
149, 3, 2
133, 3, 2
112, 3, 2
 93, 3, 2
 89, 3, 2
 95, 3, 2
100, 3, 2
160, 3, 2
147, 3, 2
131, 3, 2
112, 3, 2
 93, 3, 2
 90, 3, 2
 94, 3, 2
102, 3, 2
158, 3, 2
147, 3, 2
135, 3, 2
116, 3, 2
 95, 3, 2
 89, 3, 2
 95, 3, 2
101, 3, 2
158, 3, 2
149, 3, 2
135, 3, 2
115, 3, 2
 93, 3, 2
 88, 3, 2
 96, 3, 2
 99, 3, 2
160, 3, 2
150, 3, 2
133, 3, 2
110, 3, 2
 90, 3, 2
 85, 3, 2
 93, 3, 2
 99, 3, 2
161, 3, 2
151, 3, 2
134, 3, 2
112, 3, 2
 93, 3, 2
 89, 3, 2
 96, 3, 2
 99, 3, 2
169, 3, 3
155, 3, 3
142, 3, 3
115, 3, 3
 95, 3, 3
 93, 3, 3
101, 3, 3
104, 3, 3
167, 3, 3
153, 3, 3
135, 3, 3
113, 3, 3
 95, 3, 3
 91, 3, 3
 97, 3, 3
102, 3, 3
165, 3, 3
149, 3, 3
133, 3, 3
112, 3, 3
 93, 3, 3
 89, 3, 3
 95, 3, 3
100, 3, 3
160, 3, 3
147, 3, 3
131, 3, 3
112, 3, 3
 93, 3, 3
 90, 3, 3
 94, 3, 3
102, 3, 3
158, 3, 3
147, 3, 3
135, 3, 3
116, 3, 3
 95, 3, 3
 89, 3, 3
 95, 3, 3
101, 3, 3
158, 3, 3
149, 3, 3
135, 3, 3
115, 3, 3
 93, 3, 3
 88, 3, 3
 96, 3, 3
 99, 3, 3
160, 3, 3
150, 3, 3
133, 3, 3
110, 3, 3
 90, 3, 3
 85, 3, 3
 93, 3, 3
 99, 3, 3
161, 3, 3
151, 3, 3
134, 3, 3
112, 3, 3
 93, 3, 3
 89, 3, 3
 96, 3, 3
 99, 3, 3
169, 3, 4
155, 3, 4
142, 3, 4
115, 3, 4
 95, 3, 4
 93, 3, 4
101, 3, 4
104, 3, 4
167, 3, 4
153, 3, 4
135, 3, 4
113, 3, 4
 95, 3, 4
 91, 3, 4
 97, 3, 4
102, 3, 4
165, 3, 4
149, 3, 4
133, 3, 4
112, 3, 4
 93, 3, 4
 89, 3, 4
 95, 3, 4
100, 3, 4
160, 3, 4
147, 3, 4
131, 3, 4
112, 3, 4
 93, 3, 4
 90, 3, 4
 94, 3, 4
102, 3, 4
158, 3, 4
147, 3, 4
135, 3, 4
116, 3, 4
 95, 3, 4
 89, 3, 4
 95, 3, 4
101, 3, 4
158, 3, 4
149, 3, 4
135, 3, 4
115, 3, 4
 93, 3, 4
 88, 3, 4
 96, 3, 4
 99, 3, 4
160, 3, 4
150, 3, 4
133, 3, 4
110, 3, 4
 90, 3, 4
 85, 3, 4
 93, 3, 4
 99, 3, 4
161, 3, 4
151, 3, 4
134, 3, 4
112, 3, 4
 93, 3, 4
 89, 3, 4
 96, 3, 4
 99, 3, 4
169, 3, 5
155, 3, 5
142, 3, 5
115, 3, 5
 95, 3, 5
 93, 3, 5
101, 3, 5
104, 3, 5
167, 3, 5
153, 3, 5
135, 3, 5
113, 3, 5
 95, 3, 5
 91, 3, 5
 97, 3, 5
102, 3, 5
165, 3, 5
149, 3, 5
133, 3, 5
112, 3, 5
 93, 3, 5
 89, 3, 5
 95, 3, 5
100, 3, 5
160, 3, 5
147, 3, 5
131, 3, 5
112, 3, 5
 93, 3, 5
 90, 3, 5
 94, 3, 5
102, 3, 5
158, 3, 5
147, 3, 5
135, 3, 5
116, 3, 5
 95, 3, 5
 89, 3, 5
 95, 3, 5
101, 3, 5
158, 3, 5
149, 3, 5
135, 3, 5
115, 3, 5
 93, 3, 5
 88, 3, 5
 96, 3, 5
 99, 3, 5
160, 3, 5
150, 3, 5
133, 3, 5
110, 3, 5
 90, 3, 5
 85, 3, 5
 93, 3, 5
 99, 3, 5
161, 3, 5
151, 3, 5
